1.0 0.059351 0.2492585 0.1891 0.068201 0.04953645 0.449915 1.308405 0.2171225 0.557985 0.2506875 0.242025 0.146744 0.333404 0.0722875 0.2615745 0.1783485 0.0852595 0.134465 0.58431
0.059351 1.0 0.121944 0.3446785 0.4334275 0.1104635 0.168526 0.0755245 0.346812 0.1221835 0.1007065 0.1536825 0.2651755 0.68767 0.104162 0.1965405 0.516965 0.0799765 0.1152535 0.203532
0.2492585 0.121944 1.0 0.0980705 0.1384345 0.085827 0.33904 0.0956705 0.1000655 0.0808375 0.10884 0.1452525 0.0919515 0.1431985 0.0202424 0.374296 0.1928435 0.0998515 0.061083 0.1557965
0.1891 0.3446785 0.0980705 1.0 1.02725 0.174685 0.76213 0.3459085 0.077896 0.093066 0.248682 0.20237 0.107431 0.1504765 0.153352 0.1279855 0.345427 0.183459 0.2641165 0.0936205
0.068201 0.4334275 0.1384345 1.02725 1.0 0.70949 0.54539 0.1661525 0.094535 0.2162565 1.164765 1.49407 0.277755 0.144096 0.082803 0.173282 0.03837005 0.211332 0.070082 0.079394
0.04953645 0.1104635 0.085827 0.174685 0.70949 1.0 0.139807 0.3090285 0.4184885 0.53882 0.0947835 0.483604 0.285207 0.093485 0.1690105 0.0682565 0.248011 0.166611 0.1171235 0.092272
0.449915 0.168526 0.33904 0.76213 0.54539 0.139807 1.0 0.1519885 0.1760285 0.0872225 0.1706515 0.112441 0.182283 1.486675 0.178934 0.77576 0.2202455 1.31574 0.3897625 0.1539305
1.308405 0.0755245 0.0956705 0.3459085 0.1661525 0.3090285 0.1519885 1.0 0.56029 0.3010985 0.1063105 0.1377865 0.224195 0.3022515 0.210623 0.252822 0.4022955 0.146766 0.581925 0.1136445
0.2171225 0.346812 0.1000655 0.077896 0.094535 0.4184885 0.1760285 0.56029 1.0 1.21473 0.262926 0.1203775 0.1595355 0.1456645 0.3341885 0.2024395 0.2213015 0.4340705 0.1556335 0.221396
0.557985 0.1221835 0.0808375 0.093066 0.2162565 0.53882 0.0872225 0.3010985 1.21473 1.0 1.384025 0.086904 0.1925805 0.0399491 0.081873 0.1186555 0.095318 0.125087 0.1206255 0.1199225
0.2506875 0.1007065 0.10884 0.248682 1.164765 0.0947835 0.1706515 0.1063105 0.262926 1.384025 1.0 0.088442 0.0709785 0.1495845 0.235186 0.56001 0.1074795 0.142536 0.0568975 0.1392805
0.242025 0.1536825 0.1452525 0.20237 1.49407 0.483604 0.112441 0.1377865 0.1203775 0.086904 0.088442 1.0 0.181617 0.2393135 0.116136 0.3924785 0.137984 0.149757 0.116462 0.742825
0.146744 0.2651755 0.0919515 0.107431 0.277755 0.285207 0.182283 0.224195 0.1595355 0.1925805 0.0709785 0.181617 1.0 0.308136 0.272716 0.170125 0.2960605 2.253065 0.114648 0.223216
0.333404 0.68767 0.1431985 0.1504765 0.144096 0.093485 1.486675 0.3022515 0.1456645 0.0399491 0.1495845 0.2393135 0.308136 1.0 0.1363375 0.81784 0.544875 0.098187 0.186287 0.064465
0.0722875 0.104162 0.0202424 0.153352 0.082803 0.1690105 0.178934 0.210623 0.3341885 0.081873 0.235186 0.116136 0.272716 0.1363375 1.0 1.435685 0.142065 0.1707855 0.109065 0.1034785
0.2615745 0.1965405 0.374296 0.1279855 0.173282 0.0682565 0.77576 0.252822 0.2024395 0.1186555 0.56001 0.3924785 0.170125 0.81784 1.435685 1.0 2.06189 0.5062 0.165002 0.4341825
0.1783485 0.516965 0.1928435 0.345427 0.03837005 0.248011 0.2202455 0.4022955 0.2213015 0.095318 0.1074795 0.137984 0.2960605 0.544875 0.142065 2.06189 1.0 0.3105555 0.196874 0.1464305
0.0852595 0.0799765 0.0998515 0.183459 0.211332 0.166611 1.31574 0.146766 0.4340705 0.125087 0.142536 0.149757 2.253065 0.098187 0.1707855 0.5062 0.3105555 1.0 0.675315 0.0511205
0.134465 0.1152535 0.061083 0.2641165 0.070082 0.1171235 0.3897625 0.581925 0.1556335 0.1206255 0.0568975 0.116462 0.114648 0.186287 0.109065 0.165002 0.196874 0.675315 1.0 0.05

0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05
