1.0 0.628554 1.20097 1.002 0.560625 0.241648 2.17649 9.86308 1.86035 3.71997 0.993181 1.78494 1.43934 2.02384 0.589731 1.80674 1.21855 0.387511 0.464576 3.53447
0.628554 1.0 0.511176 2.38997 2.58684 0.559444 1.1254 0.532657 3.0888 0.752328 0.585608 1.02405 1.72496 3.55733 0.860733 1.81483 3.48591 0.518697 0.673623 1.09569
1.20097 0.511176 1.0 0.594108 1.2032 0.272131 3.14254 0.765769 0.556842 0.519606 0.611977 1.21569 0.831812 1.12544 0.363361 3.63062 1.68443 0.699883 0.529286 1.39179
1.002 2.38997 0.594108 1.0 6.72901 1.44075 5.10924 1.63316 0.441153 0.523731 1.83323 0.901261 0.662521 0.879144 0.611299 0.935004 2.25274 1.08151 1.80025 0.641742
0.560625 2.58684 1.2032 6.72901 1.0 3.76871 4.51748 0.822158 1.03722 1.53057 8.61804 9.32868 1.59467 1.15046 0.628386 1.07301 0.162817 3.46398 0.642255 0.45274
0.241648 0.559444 0.272131 1.44075 3.76871 1.0 0.84547 3.05037 2.78722 3.12301 0.557388 4.43132 1.82264 0.58238 0.648844 0.531341 1.57455 1.18744 0.720033 0.594291
2.17649 1.1254 3.14254 5.10924 4.51748 0.84547 1.0 0.923964 0.449114 0.574151 0.942144 0.553393 0.424243 6.09111 1.10316 3.76154 1.36407 6.99504 2.37837 0.873278
9.86308 0.532657 0.765769 1.63316 0.822158 3.05037 0.923964 1.0 2.825 1.80388 0.559028 0.812634 1.30463 1.82982 1.10008 1.26565 2.14259 0.941453 2.70554 0.897134
1.86035 3.0888 0.556842 0.441153 1.03722 2.78722 0.449114 2.825 1.0 6.43887 1.85972 1.10881 0.787846 1.25661 2.2976 1.39957 1.69888 3.73919 1.07534 0.981912
3.71997 0.752328 0.519606 0.523731 1.53057 3.12301 0.574151 1.80388 6.43887 1.0 6.17134 0.438672 0.735235 0.338797 0.263517 1.83424 0.412832 0.364787 0.439492 0.997278
0.993181 0.585608 0.611977 1.83323 8.61804 0.557388 0.942144 0.559028 1.85972 6.17134 1.0 0.796435 0.851936 0.234492 1.06581 5.73327 0.343125 0.789577 0.417338 0.73241
1.78494 1.02405 1.21569 0.901261 9.32868 4.43132 0.553393 0.812634 1.10881 0.438672 0.796435 1.0 0.502102 0.99329 0.373923 2.64133 0.615014 0.388176 0.249692 4.25131
1.43934 1.72496 0.831812 0.662521 1.59467 1.82264 0.424243 1.30463 0.787846 0.735235 0.851936 0.502102 1.0 1.1897 1.55633 0.500968 1.59347 15.3048 0.467921 0.967373
2.02384 3.55733 1.12544 0.879144 1.15046 0.58238 6.09111 1.82982 1.25661 0.338797 0.234492 0.99329 1.1897 1.0 0.903425 4.29863 3.43891 0.761066 1.00566 0.295313
0.589731 0.860733 0.363361 0.611299 0.628386 0.648844 1.10316 1.10008 2.2976 0.263517 1.06581 0.373923 1.55633 0.903425 1.0 11.4068 1.30123 1.33363 0.519484 1.02609
1.80674 1.81483 3.63062 0.935004 1.07301 0.531341 3.76154 1.26565 1.39957 1.83424 5.73327 2.64133 0.500968 4.29863 11.4068 1.0 14.4872 4.50673 1.26689 4.1158
1.21855 3.48591 1.68443 2.25274 0.162817 1.57455 1.36407 2.14259 1.69888 0.412832 0.343125 0.615014 1.59347 3.43891 1.30123 14.4872 1.0 2.28899 1.12102 0.758236
0.387511 0.518697 0.699883 1.08151 3.46398 1.18744 6.99504 0.941453 3.73919 0.364787 0.789577 0.388176 15.3048 0.761066 1.33363 4.50673 2.28899 1.0 4.1383 0.636335
0.464576 0.673623 0.529286 1.80025 0.642255 0.720033 2.37837 2.70554 1.07534 0.439492 0.417338 0.249692 0.467921 1.00566 0.519484 1.26689 1.12102 4.1383 1.0 1.0

0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05
