1.0 1.007298 3.956419 5.966538 1.128756 0.340771 36.313569 38.999693 2.233906 4.777313 0.681056 9.832043 12.171652 22.382507 4.281216 2.092085 5.232151 2.024107 6.529618 44.591359
1.007298 1.0 0.099617 36.07525 11.215441 1.094905 10.438626 3.023253 3.046392 2.282909 1.482773 3.583604 13.128054 41.711071 4.18581 3.044553 37.667743 3.230746 1.725122 1.172322
3.956419 0.099617 1.0 0.759557 0.722746 0.183768 2.15881 1.322399 0.494102 0.045581 1.013644 1.590801 1.512686 1.14499 0.0001 5.544317 5.685783 0.835743 0.130825 3.105094
5.966538 36.07525 0.759557 1.0 33.233159 3.261607 41.878703 15.373162 1.602903 0.206272 24.357197 9.370821 1.593682 6.566034 1.020221 1.58308 6.231757 3.877835 4.000715 0.533248
1.128756 11.215441 0.722746 33.233159 1.0 13.673119 22.210277 1.937122 0.263879 7.009526 29.786236 63.07646 5.573199 1.591884 0.676288 1.481106 0.158057 3.846211 0.849502 0.497113
0.340771 1.094905 0.183768 3.261607 13.673119 1.0 0.385416 10.807129 7.551707 18.326722 0.401346 13.482285 9.743184 1.337334 3.146039 1.953785 1.127765 5.372112 3.299969 0.946353
36.313569 10.438626 2.15881 41.878703 22.210277 0.385416 1.0 3.619302 0.909728 0.981183 3.028308 1.076467 1.053208 55.736528 4.863631 38.9016 8.39451 27.755448 20.194285 5.691354
38.999693 3.023253 1.322399 15.373162 1.937122 10.807129 3.619302 1.0 11.611302 11.79205 0.285703 1.080604 7.266601 4.833029 2.345893 9.657089 11.197342 4.110527 19.602715 1.97455
2.233906 3.046392 0.494102 1.602903 0.263879 7.551707 0.909728 11.611302 1.0 24.47267 13.507593 3.802654 0.511068 4.415177 4.66596 2.935968 6.842281 11.423192 1.751212 4.585559
4.777313 2.282909 0.045581 0.206272 7.009526 18.326722 0.981183 11.79205 24.47267 1.0 61.021607 1.112742 4.252431 0.812348 0.887077 3.091532 3.230122 1.700728 1.070627 7.645688
0.681056 1.482773 1.013644 24.357197 29.786236 0.401346 3.028308 0.285703 13.507593 61.021607 1.0 1.295814 2.282012 1.969294 7.849832 39.153017 1.482002 3.210177 0.845302 1.344164
9.832043 3.583604 1.590801 9.370821 63.07646 13.482285 1.076467 1.080604 3.802654 1.112742 1.295814 1.0 2.974528 4.904885 1.192941 5.15532 4.268201 1.809454 0.412242 47.470327
12.171652 13.128054 1.512686 1.593682 5.573199 9.743184 1.053208 7.266601 0.511068 4.252431 2.282012 2.974528 1.0 0.728306 4.195065 1.596057 6.922036 100.0 0.742209 4.343993
22.382507 41.711071 1.14499 6.566034 1.591884 1.337334 55.736528 4.833029 4.415177 0.812348 1.969294 4.904885 0.728306 1.0 1.535181 68.583155 13.417056 1.204017 1.117668 0.235193
4.281216 4.18581 0.0001 1.020221 0.676288 3.146039 4.863631 2.345893 4.66596 0.887077 7.849832 1.192941 4.195065 1.535181 1.0 31.995328 3.00527 1.857374 0.239635 1.076764
2.092085 3.044553 5.544317 1.58308 1.481106 1.953785 38.9016 9.657089 2.935968 3.091532 39.153017 5.15532 1.596057 68.583155 31.995328 1.0 83.213319 11.663536 1.797781 10.272902
5.232151 37.667743 5.685783 6.231757 0.158057 1.127765 8.39451 11.197342 6.842281 3.230122 1.482002 4.268201 6.922036 13.417056 3.00527 83.213319 1.0 3.302811 2.50711 0.878127
2.024107 3.230746 0.835743 3.877835 3.846211 5.372112 27.755448 4.110527 11.423192 1.700728 3.210177 1.809454 100.0 1.204017 1.857374 11.663536 3.302811 1.0 18.196675 0.183113
6.529618 1.725122 0.130825 4.000715 0.849502 3.299969 20.194285 19.602715 1.751212 1.070627 0.845302 0.412242 0.742209 1.117668 0.239635 1.797781 2.50711 18.196675 1.0 10.0

0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05
